round,range_m,scenario,requirement,crew,effective_skill,designation_success_pct,base_range_m,base_deflection_m,expected_guided_range_m,expected_guided_deflection_m,range_reduction_pct,deflection_reduction_pct
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,0,8.0,100.0,86.66666666666667,163.33333333333334,17.333333333333336,51.66666666666667,80.0,68.36734693877551
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,0,8.0,100.0,86.66666666666667,163.33333333333334,17.333333333333336,51.66666666666667,80.0,68.36734693877551
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,0,8.0,100.0,86.66666666666667,163.33333333333334,17.333333333333336,51.66666666666667,80.0,68.36734693877551
ACERM 81mm HE,100,no designation,active successful SOFLAM laser designation,1,9.2951600308978,0.0,290.5572599536533,288.7048399691022,290.5572599536533,288.7048399691022,0.0,0.0
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,1,9.2951600308978,100.0,84.72392662031997,162.03817330243555,16.944785324063997,51.019086651217776,80.0,68.51415588597547
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,84.72392662031997,162.03817330243555,16.944785324063997,51.019086651217776,80.0,68.51415588597547
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,84.72392662031997,162.03817330243555,16.944785324063997,51.019086651217776,80.0,68.51415588597547
ACERM 81mm HE,100,no designation,active successful SOFLAM laser designation,2,10.0,0.0,289.5,288.0,289.5,288.0,0.0,0.0
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,no designation,active successful SOFLAM laser designation,0,10.0,0.0,289.5,288.0,289.5,288.0,0.0,0.0
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,0,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,0,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,0,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,no designation,active successful SOFLAM laser designation,1,10.0,0.0,289.5,288.0,289.5,288.0,0.0,0.0
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,1,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,1,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,1,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,no designation,active successful SOFLAM laser designation,2,10.0,0.0,289.5,288.0,289.5,288.0,0.0,0.0
ACERM 81mm HE,100,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,100,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,83.66666666666667,161.33333333333334,16.733333333333334,50.66666666666667,80.0,68.59504132231405
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,0,4.0,0.0,352.5,330.0,352.5,330.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,0,4.0,100.0,146.66666666666669,203.33333333333334,43.33333333333334,71.66666666666667,70.45454545454545,64.75409836065573
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,0,4.0,100.0,146.66666666666669,203.33333333333334,43.33333333333334,71.66666666666667,70.45454545454545,64.75409836065573
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,0,4.0,100.0,146.66666666666669,203.33333333333334,43.33333333333334,71.66666666666667,70.45454545454545,64.75409836065573
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,1,5.04618667906767,0.0,344.6535999069925,324.76906660466165,344.6535999069925,324.76906660466165,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,1,5.04618667906767,100.0,138.82026657365915,198.102399937995,39.41013328682958,69.0511999689975,71.61067741797035,65.14368327157563
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,138.82026657365915,198.102399937995,39.41013328682958,69.0511999689975,71.61067741797035,65.14368327157563
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,138.82026657365915,198.102399937995,39.41013328682958,69.0511999689975,71.61067741797035,65.14368327157563
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,2,5.9099915397570575,0.0,338.17506345182204,320.4500423012147,338.17506345182204,320.4500423012147,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,132.34173011848873,193.78337563454807,36.17086505924436,66.89168781727403,72.66858682680079,65.48120415477557
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,132.34173011848873,193.78337563454807,36.17086505924436,66.89168781727403,72.66858682680079,65.48120415477557
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,132.34173011848873,193.78337563454807,36.17086505924436,66.89168781727403,72.66858682680079,65.48120415477557
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,0,8.0,0.0,322.5,310.0,322.5,310.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,0,8.0,100.0,116.66666666666667,183.33333333333334,28.333333333333336,61.66666666666667,75.71428571428571,66.36363636363636
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,0,8.0,100.0,116.66666666666667,183.33333333333334,28.333333333333336,61.66666666666667,75.71428571428571,66.36363636363636
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,0,8.0,100.0,116.66666666666667,183.33333333333334,28.333333333333336,61.66666666666667,75.71428571428571,66.36363636363636
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,1,9.2951600308978,0.0,312.7862997682665,303.524199845511,312.7862997682665,303.524199845511,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,1,9.2951600308978,100.0,106.95296643493316,176.85753317884433,23.47648321746658,58.42876658942217,78.0497128784652,66.96280585891866
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,106.95296643493316,176.85753317884433,23.47648321746658,58.42876658942217,78.0497128784652,66.96280585891866
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,106.95296643493316,176.85753317884433,23.47648321746658,58.42876658942217,78.0497128784652,66.96280585891866
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,2,10.0,0.0,307.5,300.0,307.5,300.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,0,10.0,0.0,307.5,300.0,307.5,300.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,0,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,0,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,0,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,1,10.0,0.0,307.5,300.0,307.5,300.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,1,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,1,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,1,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,no designation,active successful SOFLAM laser designation,2,10.0,0.0,307.5,300.0,307.5,300.0,0.0,0.0
ACERM 81mm HE,500,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,500,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,101.66666666666667,173.33333333333334,20.833333333333336,56.66666666666667,79.50819672131148,67.3076923076923
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,0,4.0,0.0,420.0,375.0,420.0,375.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,0,4.0,100.0,214.16666666666669,248.33333333333334,77.08333333333334,94.16666666666667,64.00778210116731,62.08053691275168
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,0,4.0,100.0,214.16666666666669,248.33333333333334,77.08333333333334,94.16666666666667,64.00778210116731,62.08053691275168
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,0,4.0,100.0,214.16666666666669,248.33333333333334,77.08333333333334,94.16666666666667,64.00778210116731,62.08053691275168
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,1,5.04618667906767,0.0,404.30719981398494,364.5381332093233,404.30719981398494,364.5381332093233,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,1,5.04618667906767,100.0,198.47386648065162,237.87146654265663,69.23693324032581,88.93573327132832,65.11534013619095,62.61185313061506
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,198.47386648065162,237.87146654265663,69.23693324032581,88.93573327132832,65.11534013619095,62.61185313061506
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,198.47386648065162,237.87146654265663,69.23693324032581,88.93573327132832,65.11534013619095,62.61185313061506
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,2,5.9099915397570575,0.0,391.35012690364414,355.9000846024294,391.35012690364414,355.9000846024294,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,185.5167935703108,229.23341793576276,62.7583967851554,84.61670896788138,66.17104275178733,63.087097103968844
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,185.5167935703108,229.23341793576276,62.7583967851554,84.61670896788138,66.17104275178733,63.087097103968844
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,185.5167935703108,229.23341793576276,62.7583967851554,84.61670896788138,66.17104275178733,63.087097103968844
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,0,8.0,0.0,360.0,335.0,360.0,335.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,0,8.0,100.0,154.16666666666669,208.33333333333334,47.08333333333334,74.16666666666667,69.45945945945947,64.4
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,0,8.0,100.0,154.16666666666669,208.33333333333334,47.08333333333334,74.16666666666667,69.45945945945947,64.4
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,0,8.0,100.0,154.16666666666669,208.33333333333334,47.08333333333334,74.16666666666667,69.45945945945947,64.4
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,1,9.2951600308978,0.0,340.572599536533,322.048399691022,340.572599536533,322.048399691022,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,1,9.2951600308978,100.0,134.73926620319966,195.38173302435533,37.36963310159983,67.69086651217766,72.26522441851297,65.35455722273707
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,134.73926620319966,195.38173302435533,37.36963310159983,67.69086651217766,72.26522441851297,65.35455722273707
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,134.73926620319966,195.38173302435533,37.36963310159983,67.69086651217766,72.26522441851297,65.35455722273707
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,2,10.0,0.0,330.0,315.0,330.0,315.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,0,10.0,0.0,330.0,315.0,330.0,315.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,0,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,0,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,0,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,1,10.0,0.0,330.0,315.0,330.0,315.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,1,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,1,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,1,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,no designation,active successful SOFLAM laser designation,2,10.0,0.0,330.0,315.0,330.0,315.0,0.0,0.0
ACERM 81mm HE,1000,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,1000,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,124.16666666666667,188.33333333333334,32.083333333333336,64.16666666666667,74.16107382550335,65.929203539823
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,0,4.0,0.0,1081.5,816.0,1081.5,816.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,0,4.0,100.0,986.5,721.0,463.25,330.5,53.04105423213381,54.16088765603328
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,0,4.0,100.0,986.5,721.0,463.25,330.5,53.04105423213381,54.16088765603328
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,0,4.0,100.0,986.5,721.0,463.25,330.5,53.04105423213381,54.16088765603328
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,1,5.04618667906767,0.0,988.9124789025112,754.2749859350074,988.9124789025112,754.2749859350074,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,1,5.04618667906767,100.0,893.9124789025112,659.2749859350074,416.9562394512556,299.6374929675037,53.3560332480012,54.550453246372285
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,893.9124789025112,659.2749859350074,416.9562394512556,299.6374929675037,53.3560332480012,54.550453246372285
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,893.9124789025112,659.2749859350074,416.9562394512556,299.6374929675037,53.3560332480012,54.550453246372285
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,2,5.9099915397570575,0.0,912.4657487315003,703.3104991543336,912.4657487315003,703.3104991543336,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,817.4657487315003,608.3104991543336,378.73287436575015,274.1552495771668,53.669878529657346,54.93169196351298
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,817.4657487315003,608.3104991543336,378.73287436575015,274.1552495771668,53.669878529657346,54.93169196351298
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,817.4657487315003,608.3104991543336,378.73287436575015,274.1552495771668,53.669878529657346,54.93169196351298
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,0,8.0,0.0,727.5,580.0,727.5,580.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,0,8.0,100.0,632.5,485.0,286.25,212.5,54.74308300395256,56.18556701030928
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,0,8.0,100.0,632.5,485.0,286.25,212.5,54.74308300395256,56.18556701030928
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,0,8.0,100.0,632.5,485.0,286.25,212.5,54.74308300395256,56.18556701030928
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,1,9.2951600308978,0.0,612.8783372655446,503.5855581770297,612.8783372655446,503.5855581770297,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,1,9.2951600308978,100.0,517.8783372655446,408.5855581770297,228.9391686327723,174.29277908851486,55.79286636286108,57.3424034206813
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,517.8783372655446,408.5855581770297,228.9391686327723,174.29277908851486,55.79286636286108,57.3424034206813
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,1,9.2951600308978,100.0,517.8783372655446,408.5855581770297,228.9391686327723,174.29277908851486,55.79286636286108,57.3424034206813
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,2,10.0,0.0,550.5,462.0,550.5,462.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,0,10.0,0.0,550.5,462.0,550.5,462.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,0,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,0,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,0,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,1,10.0,0.0,550.5,462.0,550.5,462.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,1,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,1,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,1,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,no designation,active successful SOFLAM laser designation,2,10.0,0.0,550.5,462.0,550.5,462.0,0.0,0.0
ACERM 81mm HE,5900,SOFLAM tile,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM slow mover,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,5900,SOFLAM fast mover,active successful SOFLAM laser designation,2,10.0,100.0,455.5,367.0,197.75,153.5,56.586169045005484,58.17438692098092
ACERM 81mm HE,10000,no designation,active successful SOFLAM laser designation,0,4.0,0.0,1635.0,1185.0,1635.0,1185.0,0.0,0.0
ACERM 81mm HE,10000,SOFLAM tile,active successful SOFLAM laser designation,0,4.0,100.0,1540.0,1090.0,740.0,515.0,51.94805194805194,52.75229357798166
ACERM 81mm HE,10000,SOFLAM slow mover,active successful SOFLAM laser designation,0,4.0,100.0,1540.0,1090.0,740.0,515.0,51.94805194805194,52.75229357798166
ACERM 81mm HE,10000,SOFLAM fast mover,active successful SOFLAM laser designation,0,4.0,100.0,1540.0,1090.0,740.0,515.0,51.94805194805194,52.75229357798166
ACERM 81mm HE,10000,no designation,active successful SOFLAM laser designation,1,5.04618667906767,0.0,1478.0719981398495,1080.3813320932331,1478.0719981398495,1080.3813320932331,0.0,0.0
ACERM 81mm HE,10000,SOFLAM tile,active successful SOFLAM laser designation,1,5.04618667906767,100.0,1383.0719981398495,985.381332093233,661.5359990699247,462.6906660466165,52.169084475743,53.04450663138416
ACERM 81mm HE,10000,SOFLAM slow mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,1383.0719981398495,985.381332093233,661.5359990699247,462.6906660466165,52.169084475743,53.04450663138416
ACERM 81mm HE,10000,SOFLAM fast mover,active successful SOFLAM laser designation,1,5.04618667906767,100.0,1383.0719981398495,985.381332093233,661.5359990699247,462.6906660466165,52.169084475743,53.04450663138416
ACERM 81mm HE,10000,no designation,active successful SOFLAM laser designation,2,5.9099915397570575,0.0,1348.5012690364413,994.0008460242941,1348.5012690364413,994.0008460242941,0.0,0.0
ACERM 81mm HE,10000,SOFLAM tile,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,1253.5012690364413,899.0008460242941,596.7506345182206,419.50042301214705,52.39329634050238,53.337038016445796
ACERM 81mm HE,10000,SOFLAM slow mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,1253.5012690364413,899.0008460242941,596.7506345182206,419.50042301214705,52.39329634050238,53.337038016445796
ACERM 81mm HE,10000,SOFLAM fast mover,active successful SOFLAM laser designation,2,5.9099915397570575,100.0,1253.5012690364413,899.0008460242941,596.7506345182206,419.50042301214705,52.39329634050238,53.337038016445796
