mortar,round,guidance,range_m,max_range_m,crew,secondary_skill,effective_skill,fire_delay_s,flight_time_s,profile,perception,shot_index,total_range_m,total_deflection_m,shot_lost_pct,feedback_accuracy_multiplier,feedback_location_multiplier
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,plain spotter,6,0,407.6431498841332,353.3524199845511,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,plain spotter,6,1,211.42868181138863,198.02249090818515,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,SOFLAM rangefinder,6,0,158.47648321746658,200.01908665121775,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,SOFLAM rangefinder,6,1,48.70537796880612,77.89059360571736,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,scout/bomber drone spotter,6,0,278.2681498841332,223.9774199845511,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,scout/bomber drone spotter,6,1,125.00429894391998,115.12700548418933,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,76.33362607460943,35.733372365503485,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,plain spotter,8,0,347.6431498841332,293.3524199845511,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,plain spotter,8,1,171.3206913351582,159.68075884468777,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,SOFLAM rangefinder,8,0,141.8098165507999,166.68575331788443,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,scout/bomber drone spotter,8,0,240.76814988413324,186.4774199845511,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,scout/bomber drone spotter,8,1,100.29263397019993,93.35789807102664,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,73.95267369365705,30.971467603598718,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,4.6475800154489,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,plain spotter,6,0,404.6535999069925,352.95381332093234,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,plain spotter,6,1,210.69046227036668,197.9240616360489,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,SOFLAM rangefinder,6,0,155.4869332403258,199.620479987599,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,SOFLAM rangefinder,6,1,48.20632242595542,77.8240528666706,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,scout/bomber drone spotter,6,0,275.2785999069925,223.57881332093234,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,scout/bomber drone spotter,6,1,124.46040015141216,115.0544856451883,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,73.34407609746867,35.33476570188471,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,plain spotter,8,0,344.6535999069925,292.95381332093234,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,plain spotter,8,1,170.6797318200592,159.5952975760079,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,SOFLAM rangefinder,8,0,138.82026657365915,166.28714665426568,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,scout/bomber drone spotter,8,0,237.77859990699247,186.07881332093234,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,scout/bomber drone spotter,8,1,99.91076878645316,93.30698271319375,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,70.9631237165163,30.57286093997995,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,plain spotter,6,0,404.6535999069925,352.95381332093234,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,plain spotter,6,1,210.69046227036668,197.9240616360489,13.600000000000001,0.7,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,SOFLAM rangefinder,6,0,155.4869332403258,199.620479987599,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,SOFLAM rangefinder,6,1,48.20632242595542,77.8240528666706,7.555555555555555,0.45999999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,scout/bomber drone spotter,6,0,275.2785999069925,223.57881332093234,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,scout/bomber drone spotter,6,1,124.46040015141216,115.0544856451883,5.375,0.52,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,73.34407609746867,35.33476570188471,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,plain spotter,8,0,344.6535999069925,292.95381332093234,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,plain spotter,8,1,170.6797318200592,159.5952975760079,10.8,0.6,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,SOFLAM rangefinder,8,0,138.82026657365915,166.28714665426568,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.2799999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,scout/bomber drone spotter,8,0,237.77859990699247,186.07881332093234,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,scout/bomber drone spotter,8,1,99.91076878645316,93.30698271319375,3.6249999999999996,0.3599999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,70.9631237165163,30.57286093997995,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,5.04618667906767,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,plain spotter,6,0,382.5,350.0,13.600000000000001,0.628,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,plain spotter,6,1,204.44240000000002,197.09098666666668,13.600000000000001,0.628,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,SOFLAM rangefinder,6,0,133.33333333333331,196.66666666666666,7.555555555555555,0.3304,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,SOFLAM rangefinder,6,1,45.74814814814815,77.4962962962963,7.555555555555555,0.3304,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,scout/bomber drone spotter,6,0,253.125,220.625,5.375,0.40479999999999994,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,scout/bomber drone spotter,6,1,121.107421875,114.607421875,5.375,0.40479999999999994,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,51.19047619047619,32.38095238095238,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,plain spotter,8,0,322.5,290.0,10.8,0.504,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,plain spotter,8,1,165.39000000000001,158.89000000000001,10.8,0.504,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,SOFLAM rangefinder,8,0,116.66666666666667,163.33333333333334,6.0,0.10719999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.10719999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,scout/bomber drone spotter,8,0,215.625,183.125,3.6249999999999996,0.20639999999999992,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,scout/bomber drone spotter,8,1,99.79101562499999,93.29101562499999,3.6249999999999996,0.20639999999999992,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,48.80952380952381,27.61904761904762,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,8.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,plain spotter,6,0,379.93003915615736,349.6573385541543,13.600000000000001,0.628,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,plain spotter,6,1,203.86108171035173,197.01347756138023,13.600000000000001,0.628,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,SOFLAM rangefinder,6,0,130.7633724894907,196.32400522082096,7.555555555555555,0.3304,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,SOFLAM rangefinder,6,1,45.74814814814815,77.4962962962963,7.555555555555555,0.3304,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,scout/bomber drone spotter,6,0,250.55503915615736,220.2823385541543,5.375,0.40479999999999994,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,scout/bomber drone spotter,6,1,121.107421875,114.607421875,5.375,0.40479999999999994,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,48.62051534663356,32.0382909351067,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,plain spotter,8,0,319.93003915615736,289.6573385541543,10.8,0.504,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,plain spotter,8,1,165.39000000000001,158.89000000000001,10.8,0.504,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,SOFLAM rangefinder,8,0,114.09670582282405,162.99067188748765,6.0,0.10719999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.10719999999999996,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,scout/bomber drone spotter,8,0,213.05503915615736,182.7823385541543,3.6249999999999996,0.20639999999999992,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,scout/bomber drone spotter,8,1,99.79101562499999,93.29101562499999,3.6249999999999996,0.20639999999999992,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,46.23956296568118,27.276386173201935,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,8.342661445845684,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,plain spotter,6,0,372.7862997682665,348.7048399691022,13.600000000000001,0.604,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,plain spotter,6,1,203.46,196.96,13.600000000000001,0.604,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,SOFLAM rangefinder,6,0,123.61963310159982,195.37150663576887,7.555555555555555,0.2871999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,SOFLAM rangefinder,6,1,45.74814814814815,77.4962962962963,7.555555555555555,0.2871999999999999,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,scout/bomber drone spotter,6,0,243.4112997682665,219.3298399691022,5.375,0.36639999999999995,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,scout/bomber drone spotter,6,1,121.107421875,114.607421875,5.375,0.36639999999999995,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,41.476775958742685,31.085792350054582,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,plain spotter,8,0,312.7862997682665,288.7048399691022,10.8,0.472,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,plain spotter,8,1,165.39000000000001,158.89000000000001,10.8,0.472,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,SOFLAM rangefinder,8,0,106.95296643493316,162.03817330243555,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,scout/bomber drone spotter,8,0,205.9112997682665,181.8298399691022,3.6249999999999996,0.1551999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,scout/bomber drone spotter,8,1,99.79101562499999,93.29101562499999,3.6249999999999996,0.1551999999999999,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,39.095823577790306,26.32388758814982,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,8,9.2951600308978,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,plain spotter,6,0,367.8759422170035,348.0501256289338,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,plain spotter,6,1,203.46,196.96,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,SOFLAM rangefinder,6,0,118.70927555033683,194.71679229560047,7.555555555555555,0.244,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,SOFLAM rangefinder,6,1,45.74814814814815,77.4962962962963,7.555555555555555,0.244,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,scout/bomber drone spotter,6,0,238.5009422170035,218.6751256289338,5.375,0.32799999999999996,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,scout/bomber drone spotter,6,1,121.107421875,114.607421875,5.375,0.32799999999999996,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,36.566418407479695,30.431078009886185,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,plain spotter,8,0,307.8759422170035,288.0501256289338,10.8,0.44000000000000006,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,plain spotter,8,1,165.39000000000001,158.89000000000001,10.8,0.44000000000000006,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,SOFLAM rangefinder,8,0,102.04260888367017,161.38345896226716,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,scout/bomber drone spotter,8,0,201.0009422170035,181.1751256289338,3.6249999999999996,0.10400000000000009,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,scout/bomber drone spotter,8,1,99.79101562499999,93.29101562499999,3.6249999999999996,0.10400000000000009,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,34.185466026527315,25.66917324798142,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,10,9.9498743710662,5,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,plain spotter,6,0,367.5,348.0,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,plain spotter,6,1,203.46,196.96,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,SOFLAM rangefinder,6,0,118.33333333333333,194.66666666666666,7.555555555555555,0.244,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,SOFLAM rangefinder,6,1,45.74814814814815,77.4962962962963,7.555555555555555,0.244,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,scout/bomber drone spotter,6,0,238.125,218.625,5.375,0.32799999999999996,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,scout/bomber drone spotter,6,1,121.107421875,114.607421875,5.375,0.32799999999999996,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,6,0,36.19047619047619,30.380952380952383,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,6,1,9.378347820609726,4.756695641219451,3.5978835978835986,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,plain spotter,8,0,307.5,288.0,10.8,0.44000000000000006,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,plain spotter,8,1,165.39000000000001,158.89000000000001,10.8,0.44000000000000006,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,SOFLAM rangefinder,8,0,101.66666666666667,161.33333333333334,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,SOFLAM rangefinder,8,1,38.295833333333334,62.591666666666676,6.0,0.050000000000000044,0.35
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,scout/bomber drone spotter,8,0,200.625,181.125,3.6249999999999996,0.10400000000000009,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,scout/bomber drone spotter,8,1,99.79101562499999,93.29101562499999,3.6249999999999996,0.10400000000000009,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,8,0,33.80952380952381,25.61904761904762,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,0,,10.0,10,15.0,full gucci: player sensors/RF/EPLRS + drone,8,1,8.976700680272108,3.9534013605442175,2.857142857142857,0.050000000000000044,0.105
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,10.0,5,15.0,plain spotter,6,0,367.5,348.0,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,10.0,5,15.0,plain spotter,6,1,203.46,196.96,13.600000000000001,0.5800000000000001,0.5
M224 60mm,M720A1 60mm HE,unguided,500,3500,1,4,10.0,5,15.0,SOFLAM rangefinder,6,0,118.33333333333333,194.66666666666666,7.555555555555555,0.244,0.35
